gene_id,importance
LOC111114951,0.007408897400423584
LOC111126363,0.006823355900431427
LOC111113400,0.006385510595481226
LOC111128086,0.006061111710255358
LOC111114036,0.005414046045927244
LOC111133668,0.004680998213020101
LOC111121995,0.004112679666681749
LOC111107835,0.004102254125032402
LOC111134436,0.004064985655118198
LOC111100783,0.004064489292356295
LOC111100642,0.004060897822844426
LOC111118969,0.003974645906589881
LOC111105635,0.003887825358756709
LOC111105685,0.0038399911476102917
LOC111101754,0.003837701628413941
LOC111123040,0.003773530093213379
LOC111118133,0.003765884477186062
LOC111115212,0.0036473167496833326
LOC111104438,0.003569381452613408
LOC111115308,0.003530146464951587
LOC111100157,0.003352875581558047
LOC111105221,0.003349095738948603
LOC111137339,0.0031672426764642815
LOC111124620,0.0031083646190250593
LOC111111014,0.0030873252044808885
LOC111134390,0.003055723984938107
LOC111102291,0.0029570431060798553
LOC111109744,0.0029218317235104145
LOC111110616,0.002896471198754541
LOC111128611,0.0028930454013694857
LOC111133765,0.0028466237792708388
LOC111104351,0.002824321538322586
LOC111138160,0.0028157972210685707
LOC111107764,0.0028131547950497413
LOC111102362,0.0028050442044753065
LOC111114987,0.0027990985571556496
LOC111138174,0.0027865156702409667
LOC111112321,0.0027797433881814426
LOC111109496,0.002769791553373423
LOC111129143,0.002765571205007824
LOC111123295,0.0027249917714716547
LOC111130573,0.002655033026160103
LOC111116380,0.0026482868655065615
LOC111134486,0.002617962786311378
LOC111123472,0.0025892419023803353
LOC111102533,0.002586464775765875
LOC111132369,0.0025788817939456487
LOC111113809,0.0025779451398800857
LOC111123529,0.0025747014014089924
LOC111129034,0.002561054421768708
LOC111100532,0.0025255532743551443
LOC111137525,0.002504297597114738
LOC111117760,0.0024830313549160793
LOC111118278,0.002465567044058255
LOC111138418,0.0024586451945549613
LOC111104909,0.002446706009670983
LOC111119722,0.0024225042964542364
LOC111112510,0.0023973284920129276
LOC111117337,0.00238284138796688
LOC111113271,0.0023717304418284925
LOC111135501,0.0023684984005718094
LOC111107094,0.0023617007894333668
LOC111122765,0.0023602532855244197
LOC111114717,0.0023517060367454065
LOC111133778,0.002337597936690732
LOC111101316,0.002325866058974456
LOC111103066,0.002313084112149533
LOC111104342,0.0023082981366229142
LOC111103733,0.002286190575242311
LOC111116338,0.0022828805075990077
LOC111112713,0.002263357589159637
LOC111135795,0.0022484790094381697
LOC111106049,0.0022193072319112803
LOC111119119,0.0022147922450362263
LOC111126406,0.0022107123645585184
LOC111104573,0.002207224830663391
LOC111120098,0.0022064141787599603
LOC111111518,0.0021991549482077316
LOC111104402,0.002197203036205594
LOC111127472,0.0021916656352334325
LOC111123231,0.0021732767632048205
LOC111104121,0.0021706518506323215
LOC111131381,0.00216210627291621
LOC111104411,0.0021523997619095083
LOC111137425,0.0021502325258066324
LOC111102099,0.0021220449075411187
LOC111123515,0.0020899337345820254
LOC111126225,0.002082036547797826
LOC111118052,0.002079688897264779
LOC111116735,0.002069092576901252
LOC111111610,0.00206590540568348
LOC111107360,0.002004891753952248
LOC111100842,0.0020005747126436795
LOC111128828,0.0019846739070511067
LOC111113824,0.0019842847459193274
LOC111117174,0.001979368389724052
LOC111103428,0.0019654817474674827
LOC111124918,0.0019623530049381103
LOC111124636,0.0019615760713258563
LOC111107957,0.0019615478748095595
